"protein_class_pref_name","protein_class_short_name","diseaseName","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations","Target_class_Connectivity"
"Cannabinoid receptor","Cannabinoid receptor","Absence Seizures",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Ache",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Akinetic-Rigid Variant of Huntington Disease",0.5439779344161814,2,1
"Cannabinoid receptor","Cannabinoid receptor","Alcoholic Intoxication, Chronic",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Allodynia",0.5439779344161814,2,5
"Cannabinoid receptor","Cannabinoid receptor","Anxiety Disorders",0.5439779344161814,2,5
"Cannabinoid receptor","Cannabinoid receptor","Anxiety States, Neurotic",0.5439779344161814,2,5
"Cannabinoid receptor","Cannabinoid receptor","Anxiety neurosis (finding)",0.5439779344161814,2,5
"Cannabinoid receptor","Cannabinoid receptor","Atonic Absence Seizures",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Attention Deficit Disorder",0.5439779344161814,2,3
"Cannabinoid receptor","Cannabinoid receptor","Attention deficit hyperactivity disorder",0.5439779344161814,2,3
"Cannabinoid receptor","Cannabinoid receptor","Binge eating disorder",0.5439779344161814,2,1
"Cannabinoid receptor","Cannabinoid receptor","Bipolar Disorder",0.5439779344161814,2,9
"Cannabinoid receptor","Cannabinoid receptor","Cannabis Abuse",0.5439779344161814,2,2
"Cannabinoid receptor","Cannabinoid receptor","Cannabis Dependence",0.5439779344161814,2,4
"Cannabinoid receptor","Cannabinoid receptor","Cannabis-Related Disorder",0.5439779344161814,2,2
"Cannabinoid receptor","Cannabinoid receptor","Catalepsy",0.5439779344161814,2,3
"Cannabinoid receptor","Cannabinoid receptor","Clasp-Knife Spasticity",0.5439779344161814,2,1
"Cannabinoid receptor","Cannabinoid receptor","Cocaine Abuse",0.5439779344161814,2,5
"Cannabinoid receptor","Cannabinoid receptor","Cocaine Dependence",0.5439779344161814,2,5
"Cannabinoid receptor","Cannabinoid receptor","Cocaine-Related Disorders",0.5439779344161814,2,4
"Cannabinoid receptor","Cannabinoid receptor","Complex Partial Status Epilepticus",0.5439779344161814,2,2
"Cannabinoid receptor","Cannabinoid receptor","Complex partial seizures",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Convulsions",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Convulsive Seizures",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Cutaneous Melanoma",0.5439779344161814,2,2
"Cannabinoid receptor","Cannabinoid receptor","Depressive disorder",0.5439779344161814,2,10
"Cannabinoid receptor","Cannabinoid receptor","Drug Dependence",0.5439779344161814,2,2
"Cannabinoid receptor","Cannabinoid receptor","Drug Use Disorders",0.5439779344161814,2,2
"Cannabinoid receptor","Cannabinoid receptor","Drug Withdrawal Symptoms",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Drug abuse",0.5439779344161814,2,2
"Cannabinoid receptor","Cannabinoid receptor","Drug habituation",0.5439779344161814,2,2
"Cannabinoid receptor","Cannabinoid receptor","Endometrioma",0.5439779344161814,2,1
"Cannabinoid receptor","Cannabinoid receptor","Endometriosis",0.5439779344161814,2,1
"Cannabinoid receptor","Cannabinoid receptor","Epilepsy, Benign Psychomotor, Childhood",0.5439779344161814,2,3
"Cannabinoid receptor","Cannabinoid receptor","Epilepsy, Lateral Temporal",0.5439779344161814,2,3
"Cannabinoid receptor","Cannabinoid receptor","Epilepsy, Temporal Lobe",0.5439779344161814,2,3
"Cannabinoid receptor","Cannabinoid receptor","Epileptic Seizures",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Epileptic drop attack",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Etat Marbre",0.5439779344161814,2,3
"Cannabinoid receptor","Cannabinoid receptor","Fibrosis, Liver",0.5439779344161814,2,4
"Cannabinoid receptor","Cannabinoid receptor","Generalized Absence Seizures",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Generalized seizures",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Grand Mal Status Epilepticus",0.5439779344161814,2,2
"Cannabinoid receptor","Cannabinoid receptor","Gustatory seizure",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Hashish Abuse",0.5439779344161814,2,2
"Cannabinoid receptor","Cannabinoid receptor","Huntington Disease",0.5439779344161814,2,1
"Cannabinoid receptor","Cannabinoid receptor","Huntington Disease, Late Onset",0.5439779344161814,2,1
"Cannabinoid receptor","Cannabinoid receptor","Hyperalgesia",0.5439779344161814,2,5
"Cannabinoid receptor","Cannabinoid receptor","Hyperalgesia, Primary",0.5439779344161814,2,5
"Cannabinoid receptor","Cannabinoid receptor","Hyperalgesia, Secondary",0.5439779344161814,2,5
"Cannabinoid receptor","Cannabinoid receptor","Hyperalgesia, Thermal",0.5439779344161814,2,5
"Cannabinoid receptor","Cannabinoid receptor","Hypotension",0.5439779344161814,2,7
"Cannabinoid receptor","Cannabinoid receptor","Hypothermia, Accidental",0.5439779344161814,2,1
"Cannabinoid receptor","Cannabinoid receptor","Hypothermia, natural",0.5439779344161814,2,1
"Cannabinoid receptor","Cannabinoid receptor","Jacksonian Seizure",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Juvenile Huntington Disease",0.5439779344161814,2,1
"Cannabinoid receptor","Cannabinoid receptor","Liver Cirrhosis",0.5439779344161814,2,4
"Cannabinoid receptor","Cannabinoid receptor","Liver Cirrhosis, Experimental",0.5439779344161814,2,7
"Cannabinoid receptor","Cannabinoid receptor","Major Depressive Disorder",0.5439779344161814,2,8
"Cannabinoid receptor","Cannabinoid receptor","Malignant neoplasm of pancreas",0.5439779344161814,2,1
"Cannabinoid receptor","Cannabinoid receptor","Marijuana Abuse",0.5439779344161814,2,3
"Cannabinoid receptor","Cannabinoid receptor","Mechanical Allodynia",0.5439779344161814,2,5
"Cannabinoid receptor","Cannabinoid receptor","Mental Depression",0.5439779344161814,2,7
"Cannabinoid receptor","Cannabinoid receptor","Minimal Brain Dysfunction",0.5439779344161814,2,3
"Cannabinoid receptor","Cannabinoid receptor","Movement Disorders",0.5439779344161814,2,3
"Cannabinoid receptor","Cannabinoid receptor","Multiple Sclerosis",0.5439779344161814,2,1
"Cannabinoid receptor","Cannabinoid receptor","Multiple Sclerosis, Acute Fulminating",0.5439779344161814,2,1
"Cannabinoid receptor","Cannabinoid receptor","Muscle Spasticity",0.5439779344161814,2,1
"Cannabinoid receptor","Cannabinoid receptor","Myoclonic Seizures",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Nerve Degeneration",0.5439779344161814,2,3
"Cannabinoid receptor","Cannabinoid receptor","Non-Convulsive Status Epilepticus",0.5439779344161814,2,2
"Cannabinoid receptor","Cannabinoid receptor","Non-epileptic convulsion",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Nonepileptic Seizures",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Obesity",0.5439779344161814,2,5
"Cannabinoid receptor","Cannabinoid receptor","Olfactory seizure",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Organic Mental Disorders, Substance-Induced",0.5439779344161814,2,2
"Cannabinoid receptor","Cannabinoid receptor","Pain",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Pain, Burning",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Pain, Crushing",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Pain, Migratory",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Pain, Splitting",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Pancreatic Neoplasm",0.5439779344161814,2,1
"Cannabinoid receptor","Cannabinoid receptor","Pancreatitis",0.5439779344161814,2,1
"Cannabinoid receptor","Cannabinoid receptor","Petit mal status",0.5439779344161814,2,2
"Cannabinoid receptor","Cannabinoid receptor","Prescription Drug Abuse",0.5439779344161814,2,2
"Cannabinoid receptor","Cannabinoid receptor","Radiating pain",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Rhabdomyosarcoma",0.5439779344161814,2,1
"Cannabinoid receptor","Cannabinoid receptor","Schizophrenia",0.5439779344161814,2,13
"Cannabinoid receptor","Cannabinoid receptor","Seizures",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Seizures, Auditory",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Seizures, Clonic",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Seizures, Focal",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Seizures, Sensory",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Seizures, Somatosensory",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Simple Partial Status Epilepticus",0.5439779344161814,2,2
"Cannabinoid receptor","Cannabinoid receptor","Single Seizure",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Spastic",0.5439779344161814,2,1
"Cannabinoid receptor","Cannabinoid receptor","Status Epilepticus",0.5439779344161814,2,2
"Cannabinoid receptor","Cannabinoid receptor","Status Epilepticus, Subclinical",0.5439779344161814,2,2
"Cannabinoid receptor","Cannabinoid receptor","Substance Dependence",0.5439779344161814,2,2
"Cannabinoid receptor","Cannabinoid receptor","Substance Use Disorders",0.5439779344161814,2,2
"Cannabinoid receptor","Cannabinoid receptor","Substance Withdrawal Syndrome",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Substance abuse problem",0.5439779344161814,2,2
"Cannabinoid receptor","Cannabinoid receptor","Substance-Related Disorders",0.5439779344161814,2,2
"Cannabinoid receptor","Cannabinoid receptor","Suffering, Physical",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Tactile Allodynia",0.5439779344161814,2,5
"Cannabinoid receptor","Cannabinoid receptor","Tonic - clonic seizures",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Tonic Seizures",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Uncinate Epilepsy",0.5439779344161814,2,3
"Cannabinoid receptor","Cannabinoid receptor","Unipolar Depression",0.5439779344161814,2,11
"Cannabinoid receptor","Cannabinoid receptor","Vertiginous seizure",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Visual seizure",0.5439779344161814,2,6
"Cannabinoid receptor","Cannabinoid receptor","Waxy flexibility",0.5439779344161814,2,3
"Cannabinoid receptor","Cannabinoid receptor","Weight Gain",0.5439779344161814,2,2
"Cannabinoid receptor","Cannabinoid receptor","Withdrawal Symptoms",0.5439779344161814,2,6
"Dopamine receptor","Dopamine receptor","Absence Seizures",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Ache",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Acquired Language Disorders",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Age-Related Memory Disorders",2.6534886096639085,2,3
"Dopamine receptor","Dopamine receptor","Alcohol abuse",2.6534886096639085,2,3
"Dopamine receptor","Dopamine receptor","Alcoholic Intoxication, Chronic",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Allodynia",2.6534886096639085,2,5
"Dopamine receptor","Dopamine receptor","Amphetamine Abuse",2.6534886096639085,2,5
"Dopamine receptor","Dopamine receptor","Amphetamine Addiction",2.6534886096639085,2,5
"Dopamine receptor","Dopamine receptor","Amphetamine-Related Disorders",2.6534886096639085,2,5
"Dopamine receptor","Dopamine receptor","Anhedonia",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Anxiety Disorders",2.6534886096639085,2,5
"Dopamine receptor","Dopamine receptor","Anxiety States, Neurotic",2.6534886096639085,2,5
"Dopamine receptor","Dopamine receptor","Anxiety neurosis (finding)",2.6534886096639085,2,5
"Dopamine receptor","Dopamine receptor","Asterixis",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Atonic Absence Seizures",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Attention Deficit Disorder",2.6534886096639085,2,3
"Dopamine receptor","Dopamine receptor","Attention deficit hyperactivity disorder",2.6534886096639085,2,3
"Dopamine receptor","Dopamine receptor","Autistic Disorder",2.6534886096639085,2,4
"Dopamine receptor","Dopamine receptor","Autosomal Dominant Juvenile Parkinson Disease",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Autosomal Dominant Parkinsonism",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Autosomal Recessive Parkinsonism",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Ballismus",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Basal Ganglia Diseases",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Benign essential blepharospasm",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Bipolar Disorder",2.6534886096639085,2,9
"Dopamine receptor","Dopamine receptor","Blepharospasm",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Bradycardia",2.6534886096639085,2,4
"Dopamine receptor","Dopamine receptor","Cannabis Dependence",2.6534886096639085,2,4
"Dopamine receptor","Dopamine receptor","Catalepsy",2.6534886096639085,2,3
"Dopamine receptor","Dopamine receptor","Cervical Dystonia",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Child Development Deviations",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Child Development Disorders, Specific",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Cocaine Abuse",2.6534886096639085,2,5
"Dopamine receptor","Dopamine receptor","Cocaine Dependence",2.6534886096639085,2,5
"Dopamine receptor","Dopamine receptor","Cocaine-Related Disorders",2.6534886096639085,2,4
"Dopamine receptor","Dopamine receptor","Cognition Disorders",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Complex partial seizures",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Convulsions",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Convulsive Seizures",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Delirium",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Depression, Bipolar",2.6534886096639085,2,4
"Dopamine receptor","Dopamine receptor","Depression, Neurotic",2.6534886096639085,2,5
"Dopamine receptor","Dopamine receptor","Depressive Syndrome",2.6534886096639085,2,5
"Dopamine receptor","Dopamine receptor","Depressive disorder",2.6534886096639085,2,10
"Dopamine receptor","Dopamine receptor","Developmental Disabilities",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Disruptive, Impulse Control, and Conduct Disorders",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Drug Dependence",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Drug Use Disorders",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Drug Withdrawal Symptoms",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Drug abuse",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Drug habituation",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Dyskinesia, Drug-Induced",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Dyskinesia, Medication-Induced",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Dyskinetic syndrome",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Endogenous depression",2.6534886096639085,2,5
"Dopamine receptor","Dopamine receptor","Epileptic Seizures",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Epileptic drop attack",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Etat Marbre",2.6534886096639085,2,3
"Dopamine receptor","Dopamine receptor","Extrapyramidal Disorders",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Familial Juvenile Parkinsonism",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Gambling",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Gambling, Pathological",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Generalized Absence Seizures",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Generalized seizures",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Gilles de la Tourette syndrome",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Gustatory seizure",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Hemiballismus",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Heroin Dependence",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Heroin Smoking",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Hyperactive behavior",2.6534886096639085,2,3
"Dopamine receptor","Dopamine receptor","Hyperalgesia",2.6534886096639085,2,5
"Dopamine receptor","Dopamine receptor","Hyperalgesia, Primary",2.6534886096639085,2,5
"Dopamine receptor","Dopamine receptor","Hyperalgesia, Secondary",2.6534886096639085,2,5
"Dopamine receptor","Dopamine receptor","Hyperalgesia, Thermal",2.6534886096639085,2,5
"Dopamine receptor","Dopamine receptor","Hyperkinesia, Generalized",2.6534886096639085,2,3
"Dopamine receptor","Dopamine receptor","Hyperprolactinemia",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Hypertensive disease",2.6534886096639085,2,7
"Dopamine receptor","Dopamine receptor","Hypotension",2.6534886096639085,2,7
"Dopamine receptor","Dopamine receptor","Intellectual Disability",2.6534886096639085,2,7
"Dopamine receptor","Dopamine receptor","Intermittent Explosive Disorder",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Involuntary Movements",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Jacksonian Seizure",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Kleptomania",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Language Disorders",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Lenticulostriate Disorders",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Lingual-Facial-Buccal Dyskinesia",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Major Depressive Disorder",2.6534886096639085,2,8
"Dopamine receptor","Dopamine receptor","Major depression, single episode",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Manic",2.6534886096639085,2,4
"Dopamine receptor","Dopamine receptor","Manic Disorder",2.6534886096639085,2,4
"Dopamine receptor","Dopamine receptor","Marijuana Abuse",2.6534886096639085,2,3
"Dopamine receptor","Dopamine receptor","Mechanical Allodynia",2.6534886096639085,2,5
"Dopamine receptor","Dopamine receptor","Melancholia",2.6534886096639085,2,5
"Dopamine receptor","Dopamine receptor","Memory Disorder, Semantic",2.6534886096639085,2,3
"Dopamine receptor","Dopamine receptor","Memory Disorder, Spatial",2.6534886096639085,2,3
"Dopamine receptor","Dopamine receptor","Memory Disorders",2.6534886096639085,2,3
"Dopamine receptor","Dopamine receptor","Memory Loss",2.6534886096639085,2,3
"Dopamine receptor","Dopamine receptor","Memory impairment",2.6534886096639085,2,3
"Dopamine receptor","Dopamine receptor","Mental Depression",2.6534886096639085,2,7
"Dopamine receptor","Dopamine receptor","Minimal Brain Dysfunction",2.6534886096639085,2,3
"Dopamine receptor","Dopamine receptor","Mood Disorders",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Movement Disorders",2.6534886096639085,2,3
"Dopamine receptor","Dopamine receptor","Myoclonic Seizures",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Myoclonic dystonia",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Nicotine Dependence",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Nicotine Use Disorder",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Non-epileptic convulsion",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Nonepileptic Seizures",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Olfactory seizure",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Oral Dyskinesia",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Organic Mental Disorders, Substance-Induced",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Pain",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Pain, Burning",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Pain, Crushing",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Pain, Migratory",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Pain, Splitting",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Parkinson Disease",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Parkinsonian Disorders",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Parkinsonism, Experimental",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Parkinsonism, Juvenile",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Pituitary Adenoma",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Pituitary Neoplasms",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Pituitary carcinoma",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Prescription Drug Abuse",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Psychosis, Brief Reactive",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Psychotic Disorders",2.6534886096639085,2,3
"Dopamine receptor","Dopamine receptor","Radiating pain",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Ramsay Hunt Paralysis Syndrome",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Recurrent depression",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Schizoaffective Disorder",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Schizophrenia",2.6534886096639085,2,13
"Dopamine receptor","Dopamine receptor","Schizophreniform Disorders",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Seizures",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Seizures, Auditory",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Seizures, Clonic",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Seizures, Focal",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Seizures, Sensory",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Seizures, Somatosensory",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Single Seizure",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Spasmodic torticollis",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Substance Dependence",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Substance Use Disorders",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Substance Withdrawal Syndrome",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Substance abuse problem",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Substance-Related Disorders",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Suffering, Physical",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","TREMOR, HEREDITARY ESSENTIAL, 1",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Tachyarrhythmia",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Tachycardia",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Tactile Allodynia",2.6534886096639085,2,5
"Dopamine receptor","Dopamine receptor","Tobacco Dependence",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Tobacco Use Disorder",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Tonic - clonic seizures",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Tonic Seizures",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Torticollis",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Torticollis, Intermittent",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Torticollis, Psychogenic",2.6534886096639085,2,1
"Dopamine receptor","Dopamine receptor","Unipolar Depression",2.6534886096639085,2,11
"Dopamine receptor","Dopamine receptor","Vertiginous seizure",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Visual seizure",2.6534886096639085,2,6
"Dopamine receptor","Dopamine receptor","Waxy flexibility",2.6534886096639085,2,3
"Dopamine receptor","Dopamine receptor","Weight Gain",2.6534886096639085,2,2
"Dopamine receptor","Dopamine receptor","Withdrawal Symptoms",2.6534886096639085,2,6
"Endothelin receptor","Endothelin receptor","ABCD syndrome",0.3958524874859536,1,1
"Endothelin receptor","Endothelin receptor","Acute Cerebrovascular Accidents",0.3958524874859536,1,1
"Endothelin receptor","Endothelin receptor","Aganglionosis, Colonic",0.3958524874859536,1,1
"Endothelin receptor","Endothelin receptor","Aganglionosis, Rectosigmoid Colon",0.3958524874859536,1,1
"Endothelin receptor","Endothelin receptor","Breast Carcinoma",0.3958524874859536,1,4
"Endothelin receptor","Endothelin receptor","Cancer of Nasopharynx",0.3958524874859536,1,1
"Endothelin receptor","Endothelin receptor","Cerebrovascular accident",0.3958524874859536,1,1
"Endothelin receptor","Endothelin receptor","Congenital Heart Defects",0.3958524874859536,1,1
"Endothelin receptor","Endothelin receptor","Congenital Intestinal Aganglionosis",0.3958524874859536,1,1
"Endothelin receptor","Endothelin receptor","Congestive heart failure",0.3958524874859536,1,5
"Endothelin receptor","Endothelin receptor","Craniofacial Abnormalities",0.3958524874859536,1,1
"Endothelin receptor","Endothelin receptor","Diabetes Mellitus, Non-Insulin-Dependent",0.3958524874859536,1,2
"Endothelin receptor","Endothelin receptor","Diaphragmatic Hernia",0.3958524874859536,1,1
"Endothelin receptor","Endothelin receptor","Disease Exacerbation",0.3958524874859536,1,1
"Endothelin receptor","Endothelin receptor","Erectile dysfunction",0.3958524874859536,1,1
"Endothelin receptor","Endothelin receptor","HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 2",0.3958524874859536,1,1
"Endothelin receptor","Endothelin receptor","Heart Decompensation",0.3958524874859536,1,5
"Endothelin receptor","Endothelin receptor","Heart Failure, Right-Sided",0.3958524874859536,1,5
"Endothelin receptor","Endothelin receptor","Heart failure",0.3958524874859536,1,5
"Endothelin receptor","Endothelin receptor","Hirschsprung Disease",0.3958524874859536,1,1
"Endothelin receptor","Endothelin receptor","Hypertensive disease",0.3958524874859536,1,7
"Endothelin receptor","Endothelin receptor","Intellectual Disability",0.3958524874859536,1,7
"Endothelin receptor","Endothelin receptor","Left-Sided Heart Failure",0.3958524874859536,1,5
"Endothelin receptor","Endothelin receptor","MANDIBULOFACIAL DYSOSTOSIS WITH ALOPECIA",0.3958524874859536,1,1
"Endothelin receptor","Endothelin receptor","MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 1",0.3958524874859536,1,1
"Endothelin receptor","Endothelin receptor","Malignant neoplasm of breast",0.3958524874859536,1,8
"Endothelin receptor","Endothelin receptor","Malignant neoplasm of ovary",0.3958524874859536,1,2
"Endothelin receptor","Endothelin receptor","Mammary Neoplasms",0.3958524874859536,1,4
"Endothelin receptor","Endothelin receptor","Mammary Neoplasms, Human",0.3958524874859536,1,4
"Endothelin receptor","Endothelin receptor","Migraine Disorders",0.3958524874859536,1,2
"Endothelin receptor","Endothelin receptor","Myocardial Failure",0.3958524874859536,1,5
